gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_0-12m,tenure_group_12-24m,tenure_group_24-48m,tenure_group_48-60m,tenure_group_60m+,AvgMonthlySpend,Churn,predicted,predicted_prob
-1.0037403283125286,-0.439318859651378,1.0283117320580477,1.5291432018456421,1.0773199150760393,0.32754154632188137,-0.9959594657067455,-0.9164056281915347,1.2293790577309047,-1.0281680516609568,1.3835457979938306,1.136753498206603,1.1339229926412644,0.8243821034528113,0.36373802694872426,0.9846736532872615,-0.8889662424790636,-0.5229615600583077,-0.5157872253653645,1.7726028223581574,1.9051586888313605,-0.7161774687577938,-0.5394681967239278,-0.6647841488968094,-0.4125148533866558,-0.5424883439424221,2.719470975770784,-0.5024987661875798,0.5357236235123449,0,0,0.019645189471545192
-1.0037403283125286,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,-1.041648797332788,0.32754154632188137,1.1121391211607778,-0.9164056281915347,1.2293790577309047,-1.0281680516609568,-0.9305919105150298,-1.1203020709469944,-1.123089333475902,0.8243821034528113,0.4500996488970644,-0.7817975671565807,1.12490210788128,-0.5229615600583077,-0.5157872253653645,-0.5641421684467725,-0.5248906591678238,-0.7161774687577938,-0.5394681967239278,1.504247659423697,-0.4125148533866558,-0.5424883439424221,-0.367718577954879,-0.5024987661875798,0.19746887530104842,0,1,0.6165985768422659
-1.0037403283125286,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,0.8735729234982674,0.32754154632188137,-0.9959594657067455,0.24562810908920982,0.09573033646265242,0.10673094570813313,0.22647694373940044,0.008225713629804234,0.005416829582681229,-1.2130297295533679,-1.49137604451851,-0.537223443113938,-0.8889662424790636,1.9121864327628684,-0.5157872253653645,1.7726028223581574,-0.5248906591678238,-0.7161774687577938,1.853677392055326,-0.6647841488968094,-0.4125148533866558,-0.5424883439424221,2.719470975770784,-0.5024987661875798,-1.2993343217982931,0,0,0.006918182707685338
-1.0037403283125286,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,-1.2453957889105598,0.32754154632188137,-0.9959594657067455,0.24562810908920982,0.09573033646265242,0.10673094570813313,0.22647694373940044,0.008225713629804234,0.005416829582681229,-1.2130297295533679,-1.473107239875592,-0.9946188062718544,-0.8889662424790636,1.9121864327628684,-0.5157872253653645,-0.5641421684467725,-0.5248906591678238,-0.7161774687577938,1.853677392055326,1.504247659423697,-0.4125148533866558,-0.5424883439424221,-0.367718577954879,-0.5024987661875798,-1.5194374558089314,1,0,0.20213413471605718
-1.0037403283125286,-0.439318859651378,1.0283117320580477,-0.6539609886065754,1.5663126948626918,0.32754154632188137,1.1121391211607778,-0.9164056281915347,1.2293790577309047,1.241629943077223,-0.9305919105150298,1.136753498206603,1.1339229926412644,0.8243821034528113,1.33364547344547,2.3086920446566555,1.12490210788128,-0.5229615600583077,-0.5157872253653645,1.7726028223581574,-0.5248906591678238,-0.7161774687577938,-0.5394681967239278,-0.6647841488968094,-0.4125148533866558,-0.5424883439424221,-0.367718577954879,1.9900546375206536,1.4920282926394697,0,0,0.09877119467450372
-1.0037403283125286,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,1.1180693133915935,0.32754154632188137,1.1121391211607778,-0.9164056281915347,1.2293790577309047,1.241629943077223,-0.9305919105150298,1.136753498206603,1.1339229926412644,0.8243821034528113,1.358557479776722,1.7995251957624885,1.12490210788128,-0.5229615600583077,-0.5157872253653645,-0.5641421684467725,-0.5248906591678238,1.396301955344246,-0.5394681967239278,-0.6647841488968094,-0.4125148533866558,-0.5424883439424221,2.719470975770784,-0.5024987661875798,1.489714177283518,1,1,0.5222784369100653
-1.0037403283125286,-0.439318859651378,1.0283117320580477,1.5291432018456421,0.01783555887162562,0.32754154632188137,1.1121391211607778,0.24562810908920982,0.09573033646265242,0.10673094570813313,0.22647694373940044,0.008225713629804234,0.005416829582681229,-1.2130297295533679,-1.3568512103297492,-0.6599060428021747,-0.8889662424790636,1.9121864327628684,1.9387839613352915,-0.5641421684467725,1.9051586888313605,-0.7161774687577938,-0.5394681967239278,-0.6647841488968094,-0.4125148533866558,1.84335757840013,-0.367718577954879,-0.5024987661875798,-1.171328275996029,0,0,0.031207283300716485
-1.0037403283125286,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,-1.041648797332788,0.32754154632188137,-0.9959594657067455,0.24562810908920982,0.09573033646265242,0.10673094570813313,0.22647694373940044,0.008225713629804234,0.005416829582681229,-1.2130297295533679,-1.473107239875592,-0.9431110123135474,-0.8889662424790636,1.9121864327628684,-0.5157872253653645,-0.5641421684467725,-0.5248906591678238,-0.7161774687577938,1.853677392055326,1.504247659423697,-0.4125148533866558,-0.5424883439424221,-0.367718577954879,-0.5024987661875798,-1.3038782809441405,0,0,0.14708354998478496
-1.0037403283125286,-0.439318859651378,1.0283117320580477,1.5291432018456421,-0.7564030091239073,0.32754154632188137,1.1121391211607778,-0.9164056281915347,-1.0379183848056,1.241629943077223,-0.9305919105150298,-1.1203020709469944,1.1339229926412644,0.8243821034528113,0.739078922339588,-0.4584894730829597,1.12490210788128,-0.5229615600583077,-0.5157872253653645,-0.5641421684467725,-0.5248906591678238,1.396301955344246,-0.5394681967239278,-0.6647841488968094,2.4241551347550785,-0.5424883439424221,-0.367718577954879,-0.5024987661875798,0.8040750264022125,1,1,0.6096606326684086
0.9962736096109475,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,1.607062093178246,-3.0530478079177192,0.0580898277270162,1.4076618463699546,-1.0379183848056,1.241629943077223,1.3835457979938306,1.136753498206603,1.1339229926412644,0.8243821034528113,-0.12619809756589895,0.9178277875785714,-0.8889662424790636,-0.5229615600583077,-0.5157872253653645,1.7726028223581574,1.9051586888313605,-0.7161774687577938,-0.5394681967239278,-0.6647841488968094,-0.4125148533866558,-0.5424883439424221,-0.367718577954879,1.9900546375206536,0.026384784278353602,0,0,0.022254018088033845
0.9962736096109475,2.2762510145673045,1.0283117320580477,-0.6539609886065754,-1.163896992279451,0.32754154632188137,-0.9959594657067455,-0.9164056281915347,-1.0379183848056,-1.0281680516609568,-0.9305919105150298,-1.1203020709469944,-1.123089333475902,0.8243821034528113,0.17274597840912537,-0.8884169427050895,1.12490210788128,-0.5229615600583077,-0.5157872253653645,-0.5641421684467725,-0.5248906591678238,1.396301955344246,-0.5394681967239278,1.504247659423697,-0.4125148533866558,-0.5424883439424221,-0.367718577954879,-0.5024987661875798,-0.10680905673295125,0,1,0.6993119818971553
0.9962736096109475,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,-0.9601500007016792,0.32754154632188137,-0.9959594657067455,0.24562810908920982,0.09573033646265242,0.10673094570813313,0.22647694373940044,0.008225713629804234,0.005416829582681229,-1.2130297295533679,-1.5046624478951778,-0.9322117521585475,-0.8889662424790636,1.9121864327628684,-0.5157872253653645,-0.5641421684467725,1.9051586888313605,-0.7161774687577938,-0.5394681967239278,1.504247659423697,-0.4125148533866558,-0.5424883439424221,-0.367718577954879,-0.5024987661875798,-1.3502623614558433,0,0,0.14340656958548673
